Year,GMSL
2017.427397,6.430674
2017.446575,6.449035
2017.465753,6.494967
2017.484932,6.558288
2017.50411,6.640896
2017.523288,6.735278
2017.542466,6.83835
2017.561644,6.925703
2017.580822,7.014935
2017.6,7.110931
2017.619178,7.230455
2017.638356,7.354308
2017.657534,7.454256
2017.676712,7.532404
2017.69589,7.60502
2017.715069,7.675047
2017.734247,7.752515
2017.753425,7.827465
2017.772603,7.88426
2017.791781,7.926679
2017.810959,7.955949
2017.830137,7.98746
2017.849315,8.018962
2017.868493,8.038196
2017.887671,8.027335
2017.906849,7.9769
2017.926027,7.905629
2017.945206,7.825563
2017.964384,7.74373
2017.983562,7.663463
2018.00274,7.591791
2018.021918,7.504506
2018.041096,7.399196
2018.060274,7.291457
2018.079452,7.201494
2018.09863,7.136732
2018.117808,7.092778
2018.136986,7.045895
2018.156164,6.985511
2018.175343,6.916326
2018.194521,6.859821
2018.213699,6.809018
2018.232877,6.780295
2018.252055,6.756344
2018.271233,6.718426
2018.290411,6.689421
2018.309589,6.659727
2018.328767,6.646682
2018.347945,6.645024
2018.367123,6.656883
2018.386301,6.659111
2018.40548,6.663078
2018.424658,6.691681
2018.443836,6.742227
2018.463014,6.782897
2018.482192,6.840666
2018.50137,6.892907
2018.520548,6.948095
2018.539726,7.003344
2018.558904,7.087974
2018.578082,7.191269
2018.59726,7.298825
2018.616438,7.417173
2018.635616,7.535124
2018.654795,7.665005
2018.673973,7.80563
2018.693151,7.922085
2018.712329,8.031581
2018.731507,8.14264
2018.750685,8.238881
2018.769863,8.312175
2018.789041,8.345625
2018.808219,8.356647
2018.827397,8.338626
2018.846575,8.3083
2018.865753,8.27733
2018.884932,8.237108
2018.90411,8.178477
2018.923288,8.098711
2018.942466,8.01518
2018.961644,7.963834
2018.980822,7.928123
2019,7.892713
2019.019178,7.850408
2019.038356,7.810205
2019.057534,7.757545
2019.076712,7.7193
2019.09589,7.716471
2019.115069,7.700904
2019.134247,7.671254
2019.153425,7.638891
2019.191781,7.538616
2019.210959,7.4893
2019.230137,7.461392
2019.249315,7.442814
2019.268493,7.445214
2019.287671,7.442028
2019.306849,7.416112
2019.326027,7.393683
2019.345206,7.369559
2019.364384,7.370058
2019.383562,7.389409
2019.40274,7.412016
2019.421918,7.435377
2019.441096,7.460872
2019.460274,7.487949
2019.479452,7.518711
2019.49863,7.553482
2019.517808,7.627563
2019.536986,7.725323
2019.556164,7.828364
2019.575343,7.942323
2019.594521,8.04842
2019.613699,8.162034
2019.632877,8.279239
2019.652055,8.411151
2019.671233,8.523429
2019.690411,8.617386
2019.709589,8.683062
2019.728767,8.729124
2019.747945,8.757528
2019.767123,8.792464
2019.786301,8.818648
2019.80548,8.826885
2019.824658,8.81834
2019.843836,8.815352
2019.863014,8.805345
2019.882192,8.781225
2019.90137,8.731369
2019.920548,8.68639
2019.939726,8.608757
2019.958904,8.500794
2019.978082,8.387715
2019.99726,8.297473
2020.016393,8.245614
2020.035519,8.181254
2020.054645,8.084423
2020.073771,8.024926
2020.131148,7.876032
2020.150273,7.824651
2020.169399,7.773261
2020.188525,7.764681
2020.20765,7.749859
2020.226776,7.703679
2020.245902,7.672108
2020.265027,7.649717
2020.284153,7.641811
2020.303279,7.638609
2020.322404,7.656452
2020.34153,7.658724
2020.360656,7.66078
2020.379781,7.664394
2020.398907,7.699479
2020.418033,7.729954
2020.437159,7.758633
2020.456284,7.77946
2020.47541,7.820022
2020.494536,7.870707
2020.513661,7.932938
2020.532787,7.983852
2020.551913,8.052364
2020.571038,8.117601
2020.590164,8.192798
2020.60929,8.279968
2020.628415,8.383272
2020.647541,8.475583
2020.666667,8.563628
2020.685792,8.663035
2020.704918,8.772945
2020.724044,8.889224
2020.743169,9.001782
2020.762295,9.097095
2020.781421,9.157119
2020.800546,9.1831
2020.819672,9.188148
2020.838798,9.176552
2020.857924,9.14893
2020.877049,9.103018
2020.896175,9.029143
2020.915301,8.957079
2020.934426,8.897048
2020.953552,8.830859
2020.972678,8.782551
2020.991803,8.753252
2021.010959,8.722229
2021.030137,8.672863
2021.049315,8.615803
2021.068493,8.536322
2021.087671,8.461774
2021.106849,8.370985
2021.126027,8.288044
2021.145206,8.212135
2021.164384,8.145965
2021.183562,8.090973
2021.20274,8.081298
2021.221918,8.088338
2021.241096,8.090979
2021.260274,8.109585
2021.279452,8.115552
2021.29863,8.115683
2021.317808,8.118515
2021.336986,8.085339
2021.356164,8.044631
2021.375343,8.007966
2021.394521,7.995509
2021.413699,8.004506
2021.432877,8.031796
2021.452055,8.074581
2021.471233,8.130393
2021.490411,8.194142
2021.509589,8.294637
2021.528767,8.416574
2021.547945,8.531428
2021.567123,8.599877
2021.586301,8.6674
2021.60548,8.752116
2021.624658,8.846368
2021.643836,8.952042
2021.663014,9.048211
2021.682192,9.134983
2021.70137,9.207887
2021.720548,9.28767
2021.739726,9.393474
2021.758904,9.486029
2021.778082,9.54392
2021.79726,9.558511
2021.816438,9.553562
2021.835616,9.566037
2021.854795,9.567116
2021.873973,9.532625
2021.893151,9.461804
2021.912329,9.378462
2021.931507,9.317683
2021.950685,9.27297
2021.969863,9.240088
2021.989041,9.196406
2022.008219,9.130294
2022.027397,9.060359
2022.046575,9.003012
2022.065753,8.942827
2022.084932,8.873474
2022.10411,8.775398
2022.123288,8.677874
2022.142466,8.591799
2022.161644,8.517391
2022.180822,8.46051
2022.2,8.404576
2022.219178,8.355968
2022.238356,8.335786
2022.257534,8.331453
2022.276712,8.332931
2022.29589,8.316327
2022.315069,8.289021
2022.334247,8.263382
2022.353425,8.22971
2022.372603,8.207425
2022.391781,8.218942
2022.410959,8.236073
2022.430137,8.265422
2022.449315,8.323903
2022.468493,8.388557
2022.487671,8.461565
2022.506849,8.534906
2022.526027,8.60115
2022.545206,8.678291
2022.564384,8.763611
2022.583562,8.857439
2022.60274,8.946552
2022.621918,9.030417
2022.641096,9.128939
2022.660274,9.231206
2022.679452,9.348034
2022.69863,9.474704
2022.717808,9.578467
2022.736986,9.65263
2022.756164,9.705705
2022.775343,9.74378
2022.794521,9.751173
2022.813699,9.732214
2022.832877,9.704816
2022.852055,9.66091
2022.871233,9.626949
2022.890411,9.620973
2022.909589,9.616887
2022.928767,9.58003
2022.947945,9.545065
2022.967123,9.535684
2022.986301,9.529617
2023.00548,9.520155
2023.024658,9.490105
2023.043836,9.421677
2023.063014,9.319187
2023.082192,9.215191
2023.10137,9.149724
2023.120548,9.087888
2023.139726,9.003482
2023.158904,8.904094
2023.178082,8.81242
2023.19726,8.746269
2023.216438,8.692493
2023.235616,8.649048
2023.254795,8.623338
2023.273973,8.59719
2023.293151,8.574251
2023.312329,8.579942
2023.331507,8.631216
2023.350685,8.683025
2023.369863,8.720936
2023.389041,8.762397
2023.408219,8.815042
2023.427397,8.866837
2023.446575,8.925761
2023.465753,8.991478
2023.484932,9.054135
2023.50411,9.10906
2023.523288,9.205612
2023.542466,9.316555
2023.561644,9.424058
2023.580822,9.530129
2023.6,9.625225
2023.619178,9.718618
2023.638356,9.821394
2023.657534,9.935896
2023.676712,10.068403
2023.69589,10.179147
2023.715069,10.300395
2023.734247,10.402
2023.753425,10.471672
2023.772603,10.514241
2023.791781,10.538865
2023.810959,10.540138
2023.830137,10.503733
2023.849315,10.43713
2023.868493,10.353043
2023.887671,10.246123
2023.906849,10.157592
2023.926027,10.095962
2023.945206,10.046798
2023.964384,10.00221
2023.983562,9.984493
2024.002732,9.962838
2024.021858,9.914458
2024.040984,9.87364
2024.060109,9.852787
2024.079235,9.839197
2024.098361,9.817373
2024.117486,9.802847
2024.136612,9.797213
2024.155738,9.762522
2024.174863,9.719484
2024.193989,9.690296
2024.213115,9.652085
2024.23224,9.596616
2024.251366,9.545323
2024.270492,9.502983
2024.289618,9.458997
2024.308743,9.405849
2024.327869,9.36525
2024.346995,9.345048
2024.36612,9.359648
2024.385246,9.363654
2024.404372,9.372526
2024.423497,9.373843
2024.442623,9.39387
2024.461749,9.391143
2024.480874,9.392704
2024.5,9.385875
2024.519126,9.38562
2024.538251,9.386903
2024.557377,9.420454
2024.576503,9.475203
2024.595628,9.537422
2024.614754,9.583949
2024.63388,9.649709
2024.653006,9.718249
2024.672131,9.814105
2024.691257,9.94401
2024.710383,10.07466
2024.729508,10.192399
2024.748634,10.2704
2024.76776,10.3313
2024.786885,10.398105
2024.806011,10.474081
2024.825137,10.538486
2024.844262,10.572415
2024.863388,10.570271
2024.882514,10.573363
2024.901639,10.570363
2024.920765,10.547786
2024.939891,10.553475
2024.959016,10.503926
2024.978142,10.427882
2024.997268,10.337625
2025.016438,10.137586
2025.035616,10.010824
2025.054795,9.901357
2025.073973,9.841723
2025.093151,9.83074
2025.112329,9.761623
2025.131507,9.71039
2025.150685,9.673552
2025.169863,9.661347
2025.189041,9.627103
2025.208219,9.583141
2025.227397,9.489028
2025.246575,9.381918
2025.265753,9.309183
2025.284932,9.259311
2025.30411,9.214268
2025.323288,9.188155
2025.342466,9.163751
2025.361644,9.154778
2025.380822,9.146255
2025.4,9.142829
2025.419178,9.162078
2025.438356,9.156532
2025.457534,9.172259
2025.476712,9.182726
2025.49589,9.199781
2025.515069,9.249888
2025.534247,9.247602
2025.553425,9.255521
2025.572603,9.305468
2025.591781,9.340829
